entity_name,website,lob_total_15yr,lob_total_10yr,lob_total_5yr,lob_total_2025,has_lobbying,donor_type,cf_politician_reference,cf_total_15yr,cf_total_10yr,cf_total_5yr,cf_total_2025,has_cf,ie_politician_reference,ie_total_15yr,ie_total_10yr,ie_total_5yr,ie_total_2025,has_ie,grand_total_15yr,grand_total_10yr,grand_total_5yr,grand_total_2025,qualifies_15yr,qualifies_10yr,qualifies_5yr,qualifies_2025
Enova Online Services,,1032500.0,987500.0,265000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1032500.0,987500.0,265000.0,65000.0,True,True,True,True
Triton Management Services Llc,,1032500.0,850000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1032500.0,850000.0,425000.0,85000.0,True,True,True,True
Motion Picture Association Of America,,1030000.0,730000.0,435000.0,160000.0,True,Company,0,1000.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,1031000.0,730000.0,435000.0,160000.0,True,True,True,True
Bnsf Railway Co.,,1030000.0,790000.0,405000.0,85000.0,True,Company,0,1000.0,1000.0,1000.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,1031000.0,791000.0,406000.0,85000.0,True,True,True,True
Dentaquest Of Tennessee Llc,,1025000.0,790000.0,385000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1025000.0,790000.0,385000.0,45000.0,True,True,True,False
Igt And Its Affiliates,,1022500.0,1022500.0,617500.0,152500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1022500.0,1022500.0,617500.0,152500.0,True,True,True,True
Tennessee Dental Hygienists Association,,1017500.0,737500.0,472500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1017500.0,737500.0,472500.0,85000.0,True,True,True,True
"Yass, Jeff",,0.0,0.0,0.0,0.0,False,Individual,0,1000000.0,1000000.0,1000000.0,1000000.0,True,0.0,0.0,0.0,0.0,0.0,False,1000000.0,1000000.0,1000000.0,1000000.0,True,True,True,True
Tennessee Smoke Free Association,,1000000.0,1000000.0,470000.0,210000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,1000000.0,1000000.0,470000.0,210000.0,True,True,True,True
Medtronic,,990000.0,670000.0,285000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,990000.0,670000.0,285000.0,45000.0,True,True,True,False
"Pearson (Closed), Justin J.",,0.0,0.0,0.0,0.0,False,Individual,0,978311.0,978311.0,978311.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,978311.0,978311.0,978311.0,0.0,True,True,True,False
Urban Story Ventures,,960000.0,960000.0,800000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,960000.0,960000.0,800000.0,160000.0,True,True,True,True
Civilis Strategies,,960000.0,960000.0,210000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,960000.0,960000.0,210000.0,0.0,True,True,True,False
American International Group,,957500.0,677500.0,292500.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,957500.0,677500.0,292500.0,45000.0,True,True,True,False
Catholic Public Policy Commission Of Tennessee,,952500.0,542500.0,42500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,952500.0,542500.0,42500.0,0.0,True,True,False,False
Children'S Hospital Alliance Of Tennessee,,947500.0,572500.0,370000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,947500.0,572500.0,370000.0,85000.0,True,True,True,True
Deloitte Consulting Llp,,940000.0,817500.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,940000.0,817500.0,425000.0,85000.0,True,True,True,True
Wine Institute,,935000.0,700000.0,372500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,935000.0,700000.0,372500.0,85000.0,True,True,True,True
Equifax,,935000.0,935000.0,775000.0,210000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,935000.0,935000.0,775000.0,210000.0,True,True,True,True
Memorial Health Care System,,935000.0,702500.0,297500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,935000.0,702500.0,297500.0,0.0,True,True,True,False
Tennessee Railroad Association (Tnrra),,935000.0,850000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,935000.0,850000.0,425000.0,85000.0,True,True,True,True
Tennessee Public Transportation Association,,735000.0,475000.0,225000.0,45000.0,True,Company,0,196500.0,196500.0,82500.0,21000.0,True,0.0,0.0,0.0,0.0,0.0,False,931500.0,671500.0,307500.0,66000.0,True,True,True,True
Election Systems & Software,,930000.0,750000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,930000.0,750000.0,425000.0,85000.0,True,True,True,True
Alkermes,,915000.0,830000.0,405000.0,85000.0,True,Individual,0,5000.0,5000.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,920000.0,835000.0,405000.0,85000.0,True,True,True,True
Accenture Llp,,917500.0,865000.0,612500.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,917500.0,865000.0,612500.0,160000.0,True,True,True,True
Tn Assn. Of Broadcasters,,907500.0,635000.0,457500.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,907500.0,635000.0,457500.0,65000.0,True,True,True,True
Tennessee Mining Association,,905000.0,625000.0,275000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,905000.0,625000.0,275000.0,45000.0,True,True,True,False
"Sellers, Dorsey & Associates",,897500.0,810000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,897500.0,810000.0,425000.0,85000.0,True,True,True,True
Enbridge,,895000.0,895000.0,630000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,895000.0,895000.0,630000.0,160000.0,True,True,True,True
Tennessee Radiological Society,,890000.0,670000.0,405000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,890000.0,670000.0,405000.0,85000.0,True,True,True,True
Wacker Polysilicon North America Llc,,887500.0,842500.0,565000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,887500.0,842500.0,565000.0,85000.0,True,True,True,True
Kpmg Llp,,875000.0,875000.0,630000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,875000.0,875000.0,630000.0,160000.0,True,True,True,True
Tn Ambulance Service Association,,875000.0,667500.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,875000.0,667500.0,425000.0,85000.0,True,True,True,True
National Heritage Academies,,822500.0,607500.0,442500.0,0.0,True,Individual,0,50000.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,872500.0,607500.0,442500.0,0.0,True,True,True,False
Knoxville Chamber,,872500.0,652500.0,262500.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,872500.0,652500.0,262500.0,20000.0,True,True,True,False
"Tn Sheriffs' Assn., Inc.",,872500.0,717500.0,435000.0,122500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,872500.0,717500.0,435000.0,122500.0,True,True,True,True
America'S Health Insurance Plans,,870000.0,630000.0,385000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,870000.0,630000.0,385000.0,85000.0,True,True,True,True
Next Generation Underwriters,,865000.0,707500.0,305000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,865000.0,707500.0,305000.0,65000.0,True,True,True,True
Progressive Insurance,,862500.0,682500.0,457500.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,862500.0,682500.0,457500.0,45000.0,True,True,True,False
Texas Public Policy Foundation,,857500.0,857500.0,442500.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,857500.0,857500.0,442500.0,20000.0,True,True,True,False
Valero Energy,,750000.0,510000.0,225000.0,45000.0,True,Company,0,105000.0,73000.0,21500.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,855000.0,583000.0,246500.0,45000.0,True,True,True,False
Hfr,,850000.0,595000.0,170000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,850000.0,595000.0,170000.0,0.0,True,True,True,False
American Association For Homecare,,847500.0,847500.0,677500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,847500.0,847500.0,677500.0,0.0,True,True,True,False
Tn Land Title Assn.,,842500.0,650000.0,325000.0,70000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,842500.0,650000.0,325000.0,70000.0,True,True,True,True
General Motors,,837500.0,657500.0,285000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,837500.0,657500.0,285000.0,85000.0,True,True,True,True
Tn Society Of Professional Engineers,,837500.0,695000.0,337500.0,52500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,837500.0,695000.0,337500.0,52500.0,True,True,True,True
Johnson And Johnson,,792500.0,447500.0,127500.0,0.0,True,Company,0,42150.0,11500.0,8000.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,834650.0,459000.0,135500.0,0.0,True,True,True,False
Community Association Institute Tennessee Chapter,,832500.0,657500.0,370000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,832500.0,657500.0,370000.0,85000.0,True,True,True,True
"Bacon Farmer Workman Engineering & Testing, Inc.",,830000.0,675000.0,450000.0,230000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,830000.0,675000.0,450000.0,230000.0,True,True,True,True
"Wright Brothers Construction Company, Inc.",,830000.0,650000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,830000.0,650000.0,425000.0,85000.0,True,True,True,True
Tennessee 811,,827500.0,660000.0,295000.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,827500.0,660000.0,295000.0,20000.0,True,True,True,False
"Cgi Technologies & Solutions, Inc.",,820000.0,820000.0,820000.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,820000.0,820000.0,820000.0,20000.0,True,True,True,False
Greater Nashville Regional Council,,820000.0,820000.0,405000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,820000.0,820000.0,405000.0,85000.0,True,True,True,True
"T-Mobile Usa, Inc.",,810000.0,570000.0,265000.0,65000.0,True,Company,0,6426.08,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,816426.08,570000.0,265000.0,65000.0,True,True,True,True
"Aramark Correctional Services, Llc",,815000.0,650000.0,365000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,815000.0,650000.0,365000.0,85000.0,True,True,True,True
Consumer Data Industry Association,,810000.0,527500.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,810000.0,527500.0,225000.0,45000.0,True,True,True,False
St. Jude Children'S Research Hospital,,810000.0,590000.0,325000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,810000.0,590000.0,325000.0,85000.0,True,True,True,True
Tennessee State Trooper Association,,807500.0,807500.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,807500.0,807500.0,425000.0,85000.0,True,True,True,True
Dish Network,,800000.0,657500.0,305000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,800000.0,657500.0,305000.0,45000.0,True,True,True,False
Thompson Engineering,,797500.0,620000.0,232500.0,32500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,797500.0,620000.0,232500.0,32500.0,True,True,True,False
Tn Veterinary Medical Assn.,,797500.0,617500.0,385000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,797500.0,617500.0,385000.0,85000.0,True,True,True,True
Tennessee Municipal Bond Fund,,787500.0,787500.0,505000.0,52500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,787500.0,787500.0,505000.0,52500.0,True,True,True,True
Vertex Pharmaceuticals Incorporated,,782500.0,697500.0,305000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,782500.0,697500.0,305000.0,65000.0,True,True,True,True
Taadas,,777500.0,610000.0,325000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,777500.0,610000.0,325000.0,65000.0,True,True,True,True
"Wilson & Associates, Engineering",,770000.0,450000.0,225000.0,45000.0,True,Company,0,2750.0,2500.0,2500.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,772750.0,452500.0,227500.0,45000.0,True,True,True,False
Lyft Inc.,,772500.0,687500.0,150000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,772500.0,687500.0,150000.0,45000.0,True,True,True,False
Tennessee Alliance For Legal Services,,770000.0,205000.0,105000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,770000.0,205000.0,105000.0,0.0,True,False,True,False
Nashville Area Chamber Of Commerce,,767500.0,532500.0,395000.0,135000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,767500.0,532500.0,395000.0,135000.0,True,True,True,True
Southwest Airlines Co.,,765000.0,765000.0,372500.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,765000.0,765000.0,372500.0,65000.0,True,True,True,True
Ernst & Young Llp,,765000.0,765000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,765000.0,765000.0,425000.0,85000.0,True,True,True,True
Pharmaceutical Care Management Association,,742500.0,742500.0,657500.0,210000.0,True,Company,0,20000.0,20000.0,20000.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,762500.0,762500.0,677500.0,210000.0,True,True,True,True
Tax Management Associates,,762500.0,462500.0,77500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,762500.0,462500.0,77500.0,0.0,True,True,False,False
Tennessee Marina Association,,760000.0,715000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,760000.0,715000.0,425000.0,85000.0,True,True,True,True
"Jones Bros. Contractors, Llc",,757500.0,757500.0,500000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,757500.0,757500.0,500000.0,160000.0,True,True,True,True
Appalachian Underwriters,,757500.0,627500.0,222500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,757500.0,627500.0,222500.0,0.0,True,True,True,False
Helena Agri-Enterprises,,757500.0,757500.0,405000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,757500.0,757500.0,405000.0,85000.0,True,True,True,True
Tennessee Psychological Association,,757500.0,570000.0,325000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,757500.0,570000.0,325000.0,65000.0,True,True,True,True
Wgu Tennessee,,747500.0,747500.0,500000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,747500.0,747500.0,500000.0,160000.0,True,True,True,True
Davita Inc.,,742500.0,742500.0,360000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,742500.0,742500.0,360000.0,85000.0,True,True,True,True
Tn Community Organizations (Tnco),,740000.0,527500.0,257500.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,740000.0,527500.0,257500.0,65000.0,True,True,True,True
Sazerac Company,,740000.0,740000.0,425000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,740000.0,740000.0,425000.0,85000.0,True,True,True,True
Save The Children,,735000.0,535000.0,265000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,735000.0,535000.0,265000.0,65000.0,True,True,True,True
Colonial Pipeline,,735000.0,670000.0,325000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,735000.0,670000.0,325000.0,65000.0,True,True,True,True
"Tennessee Funeral Directors Association, Inc.",,732500.0,550000.0,317500.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,732500.0,550000.0,317500.0,45000.0,True,True,True,False
Atmos Energy,,730000.0,607500.0,405000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,730000.0,607500.0,405000.0,85000.0,True,True,True,True
Air Methods Corporation,,710000.0,710000.0,475000.0,85000.0,True,Company,0,3000.0,3000.0,3000.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,713000.0,713000.0,478000.0,85000.0,True,True,True,True
Act. Inc,,712500.0,570000.0,237500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,712500.0,570000.0,237500.0,0.0,True,True,True,False
"Ingram Industries, Inc.",,710000.0,530000.0,305000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,710000.0,530000.0,305000.0,85000.0,True,True,True,True
Tn Short Line Rr Alliance,,710000.0,510000.0,265000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,710000.0,510000.0,265000.0,45000.0,True,True,True,False
Novo Nordisk,,705000.0,675000.0,325000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,705000.0,675000.0,325000.0,65000.0,True,True,True,True
Avaya,,705000.0,485000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,705000.0,485000.0,0.0,0.0,True,True,False,False
Edgenuity,,702500.0,490000.0,65000.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,702500.0,490000.0,65000.0,0.0,True,True,False,False
Tennessee Wildlife Federation,,700000.0,607500.0,340000.0,32500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,700000.0,607500.0,340000.0,32500.0,True,True,True,False
Juul,,700000.0,700000.0,412500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,700000.0,700000.0,412500.0,85000.0,True,True,True,True
Nashville Predators,,697500.0,697500.0,510000.0,122500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,697500.0,697500.0,510000.0,122500.0,True,True,True,True
Distilled Spirits Council Of The U.S.,,695000.0,515000.0,212500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,695000.0,515000.0,212500.0,0.0,True,True,True,False
Memphis Grizzlies And Fedex Forum,,695000.0,570000.0,327500.0,117500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,695000.0,570000.0,327500.0,117500.0,True,True,True,True
Tn Scrap Recyclers Assn.,,690000.0,490000.0,265000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,690000.0,490000.0,265000.0,45000.0,True,True,True,False
Lehman-Roberts Company,,687500.0,470000.0,245000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,687500.0,470000.0,245000.0,45000.0,True,True,True,False
"Elvis Presley Enterprises, Inc.",,685000.0,550000.0,310000.0,20000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,685000.0,550000.0,310000.0,20000.0,True,True,True,False
Tennessee Prospers,,685000.0,685000.0,685000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,685000.0,685000.0,685000.0,45000.0,True,True,True,False
Appriss Insights,,682500.0,197500.0,87500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,682500.0,197500.0,87500.0,0.0,True,False,False,False
Tennesseans For The Arts,,682500.0,470000.0,245000.0,65000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,682500.0,470000.0,245000.0,65000.0,True,True,True,True
Tn Equality Project,,680000.0,512500.0,275000.0,70000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,680000.0,512500.0,275000.0,70000.0,True,True,True,True
Aep/Kingsport Power,,680000.0,500000.0,275000.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,680000.0,500000.0,275000.0,85000.0,True,True,True,True
Tennessee Electronic Security Assn,,680000.0,340000.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,680000.0,340000.0,0.0,0.0,True,True,False,False
Bayer Corporation,,677500.0,495000.0,215000.0,122500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,677500.0,495000.0,215000.0,122500.0,True,True,True,True
Air Evac Lifeteam,,677500.0,357500.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,677500.0,357500.0,0.0,0.0,True,True,False,False
Visa,,677500.0,477500.0,245000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,677500.0,477500.0,245000.0,45000.0,True,True,True,False
Tn Assn. Of Human Resource Agencies,,675000.0,530000.0,317500.0,97500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,675000.0,530000.0,317500.0,97500.0,True,True,True,True
Meramec Specialty Company,,670000.0,460000.0,197500.0,52500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,4400.0,0.0,0.0,0.0,True,674400.0,460000.0,197500.0,52500.0,True,True,True,True
The Nature Conservancy,,672500.0,477500.0,262500.0,57500.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,672500.0,477500.0,262500.0,57500.0,True,True,True,True
"Nashville Zoo, Inc.",,672500.0,652500.0,587500.0,210000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,672500.0,652500.0,587500.0,210000.0,True,True,True,True
"Twin K Construction, Inc.",,667500.0,667500.0,667500.0,122500.0,True,Company,0,5000.0,5000.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,672500.0,672500.0,667500.0,122500.0,True,True,True,True
Dell,,670000.0,637500.0,212500.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,670000.0,637500.0,212500.0,0.0,True,True,True,False
Plumbers & Pipefitters Union,,220000.0,20000.0,0.0,0.0,True,Company,0,449875.0,92575.0,11250.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,669875.0,112575.0,11250.0,0.0,True,False,False,False
3M Company,,657500.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,657500.0,450000.0,225000.0,45000.0,True,True,True,False
Tn Alliance Of Boys & Girls Clubs,,657500.0,477500.0,212500.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,657500.0,477500.0,212500.0,45000.0,True,True,True,False
Healthy Tennessee Economy,,657500.0,122500.0,0.0,0.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,657500.0,122500.0,0.0,0.0,True,False,False,False
Tennessee General Sessions Judges Conference,,655000.0,455000.0,325000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,655000.0,455000.0,325000.0,45000.0,True,True,True,False
"Securus Technologies, Inc.",,652500.0,652500.0,365000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,652500.0,652500.0,365000.0,45000.0,True,True,True,False
Naiop,,652500.0,560000.0,560000.0,160000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,652500.0,560000.0,560000.0,160000.0,True,True,True,True
Microsoft Corporation,,645000.0,447500.0,225000.0,45000.0,True,Company,0,7500.0,7500.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,652500.0,455000.0,225000.0,45000.0,True,True,True,False
Tennessee Academy Of Ophthalmology,,650000.0,390000.0,212500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,650000.0,390000.0,212500.0,85000.0,True,True,True,True
Tn Assn. Of Mental Health Organizations,,650000.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,650000.0,450000.0,225000.0,45000.0,True,True,True,False
Tn Assn. Of Air Carrier Airports,,650000.0,450000.0,225000.0,45000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,650000.0,450000.0,225000.0,45000.0,True,True,True,False
"Phillips And Jordan, Inc",,642500.0,642500.0,642500.0,42500.0,True,Company,0,5000.0,5000.0,5000.0,0.0,True,0.0,0.0,0.0,0.0,0.0,False,647500.0,647500.0,647500.0,42500.0,True,True,True,False
Mckesson Corporation,,647500.0,605000.0,392500.0,85000.0,True,,0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,False,647500.0,605000.0,392500.0,85000.0,True,True,True,True
